doi,location,geocode,latitude,longitude
10.1007/s40641-018-0099-9,albedo,"Albedo, Koninklijke Baan, Bredene-Bad, Bredene, Oostende, West-Vlaanderen, Vlaanderen, 8450, België / Belgique / Belgien",51.25648525,2.980068358
10.1175/JCLI-D-17-0198.1,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1080/01431161.2014.883096,Argentina,Argentina,-34.9964963,-64.9672817
10.1038/s41561-018-0166-9,Asia,Asia,51.2086975,89.2343748
10.1016/j.rse.2019.111314,North Africa,"Nord, Burkina Faso",13.45911,-2.24963674
10.3390/rs6021367,Southern Mali,"Mali, Pujehun District, Southern Province, Sierra Leone",7.1796081,-11.8447436
10.1002/2016GL070559,the North Atlantic,"Michael S. Dukakis South Station Transportation Center, 700, Atlantic Avenue, Leather District, Downtown Boston, Boston, Suffolk County, Massachusetts, 02210, United States",42.3518392,-71.05502541
10.1016/j.dsr.2018.04.007,Northeast Pacific,"Pacific, Jalan Ria, KOMTAR, Bandaraya George Town, Timur Laut, Pulau Pinang, 10000, Malaysia",5.4153169,100.3307175
10.1016/j.geomorph.2019.02.015,Bamak,"Maiandi Bamak, Bhatwari, Uttarkashi, Uttarakhand, India",30.7851648,79.22581225
10.5194/acp-19-7445-2019,Spain,España,39.3260685,-4.8379791
10.1029/2020JD033657,H2O,"H2O Herford, 90, Wiesestraße, Friedenstal, Herford-Stadt, Herford, Kreis Herford, Nordrhein-Westfalen, 32052, Deutschland",52.1061553,8.685909686
10.1175/MWR-D-20-0178.1,the Great Plains,"The Deck Store, 5783, 80 Avenue SE, Great Plains, Calgary, Alberta, T2C 4S6, Canada",50.9802359,-113.9471964
10.1007/s00024-020-02541-w,Kathmandu,"काठमाडौं, Kamaladi Marg, Kamalpokhari, Baghbazar, काठमाडौं, Kathmandu, काठमाडौं, Bagmati Pradesh, 46600, नेपाल",27.708317,85.3205817
10.5194/amt-12-6489-2019,Asia,Asia,51.2086975,89.2343748
10.1111/php.13291,Africa,Africa,11.5024338,17.7578122
10.3390/rs12213577,China,中国,35.000074,104.999927
10.1007/s12665-021-09482-0,Southwest,"Southwest, Cameroun",5.0577606,9.2289407
10.1109/tgrs.2019.2923248,India,India,22.3511148,78.6677428
10.5751/ES-09662-220418,USA,United States,39.7837304,-100.445882
10.3390/rs11222668,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1029/2020JF005605,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.5194/essd-13-281-2021,Guan,"冠县, 聊城市, 山东省, 252500, 中国",36.4827737,115.4446073
10.5194/amt-14-3449-2021,Beijing,"北京市, 东城区, 北京市, 100010, 中国",39.906217,116.3912757
10.1109/TGRS.2019.2926392,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1016/j.gexplo.2021.106811,W Iran,"w, حسن آباد, شهر کاشان, بخش مرکزی شهرستان کاشان, شهرستان کاشان, استان اصفهان, ایران",33.97290015,51.43173063
10.2166/hydro.2021.115,East Africa,"East Africa, 5893, Rue Sherbrooke Ouest, Côte-Saint-Antoine, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4A 1X6, Canada",45.4690945,-73.6189681
10.1016/j.rse.2021.112383,Landsat,"Ossiacher See, Ossiach, Bezirk Feldkirchen, Kärnten, 9570, Österreich",46.67188385,13.96527783
10.1016/j.dib.2020.106565,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.1038/sdata.2018.14,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.5194/essd-11-881-2019,US,United States,39.7837304,-100.445882
10.1038/s41597-021-00807-z,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.3390/rs13030365,Eastern Asia,"Asia, улица Орджоникидзе, Ленск, городское поселение Ленск, Ленский улус, Республика Саха (Якутия), Дальневосточный федеральный округ, 678144, Россия",60.719565,114.9173742
10.1029/97jd00776,Kansas,"Kansas, United States",38.27312,-98.5821872
10.3390/rs13010016,Europe,أوروبا,51,10
10.3390/app11041859,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1109/TGRS.2014.2370071,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.3390/rs12020318,Cloud,"Cloud County, Kansas, United States",39.4850226,-97.6705137
10.1016/j.agsy.2013.11.004,Mid-Atlantic,"Amnesty International USA, Mid-Atlantic, Pennsylvania Avenue Southeast, Capitol Hill, Washington, District of Columbia, 20003, United States",38.8857303,-76.9978869
10.3390/rs13040780,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1029/2019ea000869,China,中国,35.000074,104.999927
10.3390/ijgi9120737,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.3390/s18010041,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1016/j.biortech.2016.09.006,U.S.,"Unterer See, Bahnhof, Böblingen (Stadt), Böblingen, Landkreis Böblingen, Baden-Württemberg, 71032, Deutschland",48.6840674,9.009582476
10.1016/j.ecolind.2016.07.013,Mondego,"Mondego, Sada, A Coruña, Galicia, 15160, España",43.35933585,-8.282370238
10.1002/eap.1767,Pennsylvania,"Pennsylvania, United States",40.9699889,-77.7278831
10.1029/2020GL089512,the North Atlantic,"Michael S. Dukakis South Station Transportation Center, 700, Atlantic Avenue, Leather District, Downtown Boston, Boston, Suffolk County, Massachusetts, 02210, United States",42.3518392,-71.05502541
10.1111/geb.12029,the Southern Hemisphere,"Europäische Südsternwarte, 2, Karl-Schwarzschild-Straße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland",48.25962725,11.67131622
10.1016/j.isprsjprs.2020.02.007,NDII,"Ndii, Taita Taveta, Coastal Kenya, Kenya",-3.2378301,38.5007805
10.1029/2020JD034115,Southern Hemisphere,"Southern Hemisphere, Oak Street, South Cambie, Vancouver, District of North Vancouver, Metro Vancouver Regional District, British Columbia, V6M, Canada",49.2395281,-123.130236
10.1111/geb.12989,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1029/2020JD034202,China,中国,35.000074,104.999927
10.1088/1748-9326/10/5/054011,Europe,أوروبا,51,10
10.5194/amt-10-4727-2017,the Southern Hemisphere,"Europäische Südsternwarte, 2, Karl-Schwarzschild-Straße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland",48.25962725,11.67131622
10.1002/ece3.2863,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1007/s10980-016-0356-z,China,中国,35.000074,104.999927
10.1029/2020JD032829,Rayleigh,"Rayleigh, Rochford, Essex, East of England, England, United Kingdom",51.59414695,0.6090905652
10.1016/j.rse.2020.112221,East Asia,"East Asia, Dapitan Street, Barangay 6, Zone 2, District 1, Pasay, Southern Manila District, Metro Manila, 1305, Philippines",14.5546203,120.9893544
10.1111/gcb.12443,North America,North America,51.0000002,-109
10.1016/j.agsy.2018.05.007,Italy,Italia,42.6384261,12.674297
10.1002/jqs.3265,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.3390/rs12203301,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.3390/rs13040645,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.5194/gmd-10-1131-2017,Africa,Africa,11.5024338,17.7578122
10.1002/rse2.77,Amazonia,"Amazon basin, Caapiranga, Região Geográfica Imediata de Manacapuru, Região Geográfica Intermediária de Manaus, Amazonas, Região Norte, Brasil",-3,-62
10.1007/s10346-020-01507-2,Akaike,"赤池, 赤池中央通り（歩道）, 赤池一丁目, 日進市, 愛知県, 470-0126, 日本",35.1210867,137.0181745
10.1111/gcb.12313,North America,North America,51.0000002,-109
10.5194/essd-12-2705-2020,Tibet Autonomous Region,"西藏自治区, 中国",29.8556443,90.8749807
10.5194/acp-21-4825-2021,China,中国,35.000074,104.999927
10.3390/rs12233865,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1029/2018GB006077,fungal,"La Xungal, Pravia, Asturias / Asturies, España",43.465427,-6.1753925
10.1002/hyp.14025,USA,United States,39.7837304,-100.445882
10.1109/JSTARS.2017.2690220,Texas,"Texas, United States",31.16857,-99.683001
10.1080/07038992.2021.1879632,China,中国,35.000074,104.999927
10.1016/j.envsoft.2014.04.009,USA,United States,39.7837304,-100.445882
10.5194/acp-20-99-2020,US,United States,39.7837304,-100.445882
10.1111/j.1654-1103.2002.tb02111.x,China,中国,35.000074,104.999927
10.1007/s00477-015-1160-z,China,中国,35.000074,104.999927
10.1109/IGARSS.2018.8518831,North America,North America,51.0000002,-109
10.1016/j.jclepro.2020.122511,Americas,"Americas, Pacobamba, Andahuaylas, Apurímac, Perú",-13.6154418,-73.1349655
10.1029/2018JD029918,the Pacific Ocean,"The Beach House Restaurant at Lovers Point, Ocean View Boulevard, Pacific Grove Acres, Pacific Grove, Monterey County, California, 93950-2424, United States",36.6254702,-121.9169366
10.3390/rs11020158,Egypt,مصر,26.2540493,29.2675469
10.1111/1752-1688.12920,Arizona,"Arizona, United States",34.395342,-111.763275
10.3390/rs13081583,Qinghai Province,"Qinghai Province Cancer Hospital, 为民巷, 周家泉街道, 城东区, 西宁市, 青海省, 810000, 中国",36.6177692,101.8051193
10.1007/s12145-019-00437-5,China,中国,35.000074,104.999927
10.1016/j.rse.2020.111746,Km−1,"KM-1, Porto Velho, Região Geográfica Imediata de Porto Velho, Região Geográfica Intermediária de Porto Velho, Rondônia, Região Norte, Brasil",-8.7630285,-63.8962886
10.1109/access.2020.3022047,Chengdu city,"成都市, 四川省, 中国",30.6598628,104.0633717
10.5200/baltica.2019.2.8,Baltic Sea,Morze Bałtyckie,56,18
10.3390/rs13010122,Victoria,"Victoria, Australia",-36.5986096,144.6780052
10.3390/rs11020210,China,中国,35.000074,104.999927
10.1002/joc.7157,China,中国,35.000074,104.999927
10.1111/conl.12372,Nampula,"Nampula, Moçambique",-14.966969,39.2707752
10.1080/10106049.2021.1923826,Iran,ایران,32.6475314,54.5643516
10.3390/rs11212516,0.83,"83, Plaza de Ceres, Casco Histórico de Vicálvaro, Vicálvaro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28032, España",40.4072775,-3.6016164
10.1080/01431161.2016.1142684,Google Earth,"Jalan Saxophone, RW 05, Kel.Tunggulwulung, Landungsari, Kabupaten Malang, Jawa Timur, 65144, Indonesia",-7.9231631,112.6016081
10.1175/JAMC-D-18-0328.1,the Inn Valley,"Pleasant Valley Road, The Inn Farm, Monroe Township, Richland County, Ohio, United States",40.6550393,-82.3952293
10.1029/2020WR027762,Illinois,"Illinois, United States",40.0796606,-89.4337288
10.3390/agronomy11030470,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1175/JAS-D-19-0088.1,H2O,"H2O Herford, 90, Wiesestraße, Friedenstal, Herford-Stadt, Herford, Kreis Herford, Nordrhein-Westfalen, 32052, Deutschland",52.1061553,8.685909686
10.3390/rs13091686,China,中国,35.000074,104.999927
10.1016/j.scitotenv.2017.08.313,China,中国,35.000074,104.999927
10.1016/j.geomorph.2020.107374,the Yellow River,"The yellow river?, Saint-Léger, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06260, France",44.009927,6.8042853
10.1016/j.scitotenv.2017.11.360,Berlin,"Berlin, 10117, Deutschland",52.5170365,13.3888599
10.1029/2018MS001329,Siberia,"Сибирь, Богучанский район, Красноярский край, Сибирский федеральный округ, Россия",60,100
10.1016/j.ecolind.2018.12.016,the Yangtze River,"The First Bend of Yangtze River, G353, 下海螺, 玉龙纳西族自治县, 丽江市, 云南省, 中国",26.8684743,99.9677172
10.3390/rs12010168,32.3 W/m2,"Lane Cove Tunnel, Lane Cove North, Sydney, Lane Cove Municipal Council, Lower North Shore, New South Wales, 2066, Australia",-33.8091878,151.1577733
10.1644/14-MAMM-A-018,Guatemala,Guatemala,15.6871007,-90.12265453
10.5194/gmd-9-3321-2016,LE,"Leipzig, Sachsen, Deutschland",51.3406321,12.3747329
10.3390/cli7030042,Europe,أوروبا,51,10
10.1186/1475-2875-10-378,Africa,Africa,11.5024338,17.7578122
10.1029/2018WR023513,Canada,Canada,61.0666922,-107.991707
10.1029/2018WR023505,the Red River,"Red River, Municipality of the County of Inverness, Inverness County, Nova Scotia, Canada",46.8470506,-60.7666832
10.1016/j.pce.2020.102940,Xinavane,"Xinavane, Manhiça, Maputo, Moçambique",-25.0429463,32.7811661
10.5194/hess-25-2649-2021,U.S.,"Unterer See, Bahnhof, Böblingen (Stadt), Böblingen, Landkreis Böblingen, Baden-Württemberg, 71032, Deutschland",48.6840674,9.009582476
10.1016/j.jhydrol.2021.126271,China,中国,35.000074,104.999927
10.3964/j.issn.1000-0593(2015)11-3129-05,China,中国,35.000074,104.999927
10.1007/s12145-020-00494-1,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/rs13071397,Nebraska,"Nebraska, United States",41.7370229,-99.5873816
10.1016/j.scitotenv.2020.142961,Xuzhou,"徐州市, 铜山区, 江苏省, 中国",34.2066591,117.278286
10.5194/angeo-37-1181-2019,Central and South America,"Central Mina Police Station, King Fahd Road 68, مخيمات الحجاج الأفراقة غير العرب, منى, مكة, محافظة مكة المكرمة, منطقة مكة المكرمة, 24242, السعودية",21.41753115,39.88617372
10.1016/j.agwat.2020.106443,Pakistan,پاکستان,30.3308401,71.247499
10.3390/rs11091132,Shenzhen,"深圳市, 福田区, 广东省, 518000, 中国",22.555454,114.0543297
10.3390/rs11182094,Iran,ایران,32.6475314,54.5643516
10.1029/2020gl088553,AgDI,"Agdi'Adu Bota, Zone 1, አፋር ክልል / Afar, ኢትዮጵያ",11.90917,41.82583
10.1080/2150704X.2020.1837987,Northwest China,"Embassy of China, 3505, Liu Xiaobo Plaza Northwest, Van Ness, Washington, District of Columbia, 20008, United States",38.94264535,-77.06697859
10.3390/rs10091371,Landsat,"Ossiacher See, Ossiach, Bezirk Feldkirchen, Kärnten, 9570, Österreich",46.67188385,13.96527783
10.5194/gmd-10-4105-2017,the United States,"The Summit, Guadalupe County, Texas, United States",29.6330078,-97.98859404
10.3390/rs12244179,OA,"Oa, Xavestre, Trazo, Ordes, A Coruña, Galicia, España",43.0008284,-8.5932228
10.1186/s42408-020-00090-0,Malawi,Malawi,-13.2687204,33.9301963
10.1175/BAMS-D-21-0014.1,the Caribbean Basin,"Governors Creek, Yacht Drive, West Bay, KY1-1108, Cayman Islands",19.3512152,-81.3737536
10.1111/gcbb.12675,Bavaria,"Bayern, Deutschland",48.91752975,12.04802137
10.3390/su10103539,East Asia,"East Asia, Dapitan Street, Barangay 6, Zone 2, District 1, Pasay, Southern Manila District, Metro Manila, 1305, Philippines",14.5546203,120.9893544
10.1111/1477-8947.12184,North China,"North China, North Village Drive, Centerville, Montgomery County, Ohio, 45459, United States",39.65598775,-84.15662069
10.1007/s11629-020-6534-0,Himalayas,"Himalayas, Khumjung, Khumbupasanglahmu, सोलुखुम्बु, Province #1, नेपाल",27.985688,86.9163367
10.1108/14777830810894256,Central Asia,"Central Asia, классический маршрут, Чон-Алайский район, Ошская область, Кыргызстан",39.4009215,72.8676621
10.1016/j.ecolmodel.2015.03.001,Northern China,"China, Deparo, Zone 15, Caybiga, District 1, Caloocan, Northern Manila District, Metro Manila, 1420, Philippines",14.7409288,121.0264627
10.3390/RS12182989,the Caspian Sea,"Caspian Cove, Westmoorings by the Sea, Glencoe, Diego Martin, 110706, Trinidad and Tobago",10.6783307,-61.5607286
10.5194/gmd-10-3745-2017,Hawaii,"Hawaii, United States",19.5938015,-155.4283701
10.3390/rs13040655,the middle Himalaya,"Himalaya Street, Victoria Village, Shangri-la Village, Middle Quezon Hill, Benguet, Cordillera Administrative Region, 2600, Philippines",16.412689,120.5779297
10.3390/hydrology8010044,Africa,Africa,11.5024338,17.7578122
10.1016/j.gfs.2021.100543,Africa,Africa,11.5024338,17.7578122
10.1007/s11430-019-9589-0,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/s20226442,Switzerland,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.2319736
10.1029/1999jd900200,Mississippi,"Mississippi, United States",32.9715285,-89.7348497
10.5194/acp-18-14949-2018,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.3390/rs12233872,India,India,22.3511148,78.6677428
10.3390/rs12223803,Great Britain,"Great Britain, United Kingdom",54.31536155,-1.918023495
10.1111/1752-1688.12914,Africa,Africa,11.5024338,17.7578122
10.1016/S1364-8152(03)00050-1,the Tropical Woodlands,"Tropical Moon Court, Corkscrew Woodlands, Lee County, Florida, 33928, United States",26.4275784,-81.7774021
